year,obs.hours,species,spcode,behavior,diet,habitat,tolerance,DDT,pop est,size,count,urban %,TOTAL NE POP,deciduous %,evergreen %,mixed %,cropland %,pasture %,cattles and cows,sheep and lambs,CAN arable,CAN built up,CAN natural,Aug NAO,Sept NAO,Oct NAO,Autumn NAO,Apr NAO,May NAO,Spring NAO
1992,957,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,43,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,162,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,531,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,41,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,4,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,243,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3288,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4629,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1992,957,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,84,0.06,43173.609,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.85,-0.44,-1.76,-0.45,1.86,2.63,2.245
1993,986,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,646,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,81,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,50,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,3592,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,562,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,70,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,80,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,110,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,355,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,700,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,50,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,6,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,248,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,3744,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,5449,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1993,986,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,88,0.06,43250.522,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.12,-0.57,-0.71,-0.386666667,0.97,-0.78,0.095
1994,1057,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,688,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,80,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,56,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,3513,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,573,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,85,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,54,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,34,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,296,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,475,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,24,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,9,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,260,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4424,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4934,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1994,1057,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,198,0.06,43378.534,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.38,-1.32,-0.97,-0.636666667,1.14,-0.57,0.285
1995,1020,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,655,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,130,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,43,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,10077,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,643,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,100,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,168,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,120,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,272,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,468,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,28,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,9,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,402,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4850,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,6217,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1995,1020,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,176,0.06,43441.948,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,0.69,0.31,0.19,0.396666667,-0.85,-1.49,-1.17
1996,1044,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,365,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,103,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,50,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,1809,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,536,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,86,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,125,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,41,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,129,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,567,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,39,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,4,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,310,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2727,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4467,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1996,1044,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,200,0.06,43478.408,0.39,0.11,0.19,0.05,0.13,3786310,242656,0.0614,0.021,0.1579,1.02,-0.86,-0.33,-0.056666667,-0.17,-1.06,-0.615
1997,1050,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,643,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,133,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,93,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,5518,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,723,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,98,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,150,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,92,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,213,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,621,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,60,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,24,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,306,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,2359,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,4219,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1997,1050,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,238,0.06,43510.65,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.83,0.61,-1.7,-0.086666667,-1.02,-0.28,-0.65
1998,1157,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,794,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,159,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,55,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,9935,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,1118,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,GOEA,6,partial,generalist,generalist,intolerant,susceptible,63000,4200,145,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,MERL,7,partial,specialist,generalist,tolerant,susceptible,1600000,222,148,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,NOGO,8,partial,generalist,specialist,intolerant,susceptible,210000,990,36,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,NOHA,9,partial,generalist,specialist,intolerant,susceptible,820000,447,305,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,OSPR,10,partial,specialist,specialist,tolerant,susceptible,400000,1570,617,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,PEFA,11,partial,specialist,generalist,tolerant,susceptible,37000,794,55,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,RLHA,12,complete,specialist,specialist,intolerant,unsusceptible,300000,951,6,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,RSHA,13,partial,generalist,specialist,tolerant,susceptible,1800000,625,369,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,RTHA,14,partial,specialist,generalist,tolerant,unsusceptible,2800000,1126,4331,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,SSHA,15,partial,specialist,specialist,intolerant,susceptible,410000,166,5831,0.06,43590.134,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1998,1157,TUVU,16,partial,specialist,generalist,tolerant,susceptible,8400000,1425,220,0.06,43537.147,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,-0.02,-2,-0.29,-0.77,-0.68,-1.32,-1
1999,1088,AMKE,1,partial,generalist,specialist,tolerant,susceptible,2800000,116,729,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,BAEA,2,partial,generalist,generalist,tolerant,susceptible,200000,4790,170,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,BLVU,3,partial,specialist,generalist,tolerant,susceptible,1900000,1640,80,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,BWHA,4,complete,generalist,specialist,intolerant,unsusceptible,1800000,397,8694,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
1999,1088,COHA,5,partial,generalist,generalist,tolerant,susceptible,840000,452,938,0.06,43686.55,0.39,0.11,0.19,0.05,0.13,3765622,223487,0.0614,0.021,0.1579,0.39,0.36,0.2,0.316666667,-0.95,0.92,-0.015
